address,area,project,price,property_status,price_per_m2,bedroom,toilet,floornumber,property_legal,furniture,balconydirection,direction,apartment_feature
"18E, 18E Số 18E Đường Cộng Hòa, Phường 4, Quận Tân Bình, TP Hồ Chí Minh, Phường 4, Quận Tân Bình, Tp Hồ Chí Minh","1,4 tỷ",Republic Plaza,54 m²,Đã bàn giao,"25,93 triệu/m²",2 phòng,1 phòng,,Đã có sổ,Nội thất đầy đủ,,,
"Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","3,1 tỷ",The Origami – Vinhomes Grand Park,59 m²,Đã bàn giao,"52,54 triệu/m²",2 phòng,2 phòng,,,,,,
"số 88, N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh","3,52 tỷ",Celadon City,71 m²,Đã bàn giao,"49,58 triệu/m²",2 phòng,2 phòng,,,Nội thất đầy đủ,,,
"Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",3 tỷ,Vinhomes Grand Park,81.5 m²,Chưa bàn giao,"36,81 triệu/m²",3 phòng,2 phòng,2,Đang chờ sổ,Nội thất đầy đủ,Đông Nam,Tây Bắc,
"Đường Dương Thị Giang, Phường Tân Thới Nhất, Quận 12, Tp Hồ Chí Minh","2,33 tỷ",CTL Tower,70 m²,Đã bàn giao,"33,29 triệu/m²",2 phòng,2 phòng,,,,,,
"47, 47 33 Đường Lương Minh Nguyệt, Phường Tân Thới Hòa, Tân Phú, Hồ Chí Minh, Phường Tân Thới Hòa, Quận Tân Phú, Tp Hồ Chí Minh","1,4 tỷ",Carillon 7,58 m²,Chưa bàn giao,"24,14 triệu/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ,,,
"Số 20, Số 20 Số 20 Đường Cộng Hòa, Phường 12, Quận Tân Bình, TP Hồ Chí Minh, Phường 12, Quận Tân Bình, Tp Hồ Chí Minh","1,444 tỷ",Cộng Hòa Garden,54 m²,Đã bàn giao,"26,74 triệu/m²",2 phòng,1 phòng,,Đã có sổ,Nội thất đầy đủ,,,
"Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,7 tỷ",Vinhomes Grand Park,46 m²,Đã bàn giao,"36,96 triệu/m²",1 phòng,1 phòng,10,Đang chờ sổ,Nội thất cao cấp,Đông Nam,Tây Bắc,
"195, Cao Lỗ, Phường 4, Quận 8, Tp Hồ Chí Minh","1,74 tỷ",Topaz City,1 m²,Đã bàn giao,"1,74 tỷ/m²",2 phòng,2 phòng,,,,,,
"996, Tạ Quang Bửu, Phường 6, Quận 8, Tp Hồ Chí Minh","1,9 tỷ",The Pegasuite 2,52 m²,Chưa bàn giao,"36,54 triệu/m²",2 phòng,,,,,,,
